0,5,1.0
1,5,1.0
2,5,1.0
3,5,1.0
4,7,2.0
5,7,2.0
6,7,2.0
7,7,2.0
8,7,2.0
9,7,2.0
10,9,3.0
11,9,3.0
12,9,3.0
13,9,3.0
14,9,3.0
15,9,3.0
16,9,3.0
17,9,3.0
18,11,4.0
19,11,4.0
20,11,4.0
21,11,4.0
22,13,5.0
23,13,5.0
24,13,5.0
25,13,5.0
26,13,5.0
27,13,5.0
28,13,5.0
29,15,6.0
30,15,6.0
31,15,6.0
32,15,6.0
33,15,6.0
34,15,6.0
35,15,6.0
36,15,6.0
37,15,6.0
38,15,6.0
39,15,6.0
40,15,6.0
41,15,6.0
42,17,7.0
43,17,7.0
44,17,7.0
45,19,8.0
46,19,8.0
47,19,8.0
48,19,8.0
49,19,8.0
50,21,9.0
51,21,9.0
52,21,9.0
53,21,9.0
54,21,9.0
55,21,9.0
56,21,9.0
57,21,9.0
58,21,9.0
59,21,9.0
60,21,9.0
61,21,9.0
62,21,9.0
63,21,9.0
64,21,9.0
65,21,9.0
66,21,9.0
67,21,9.0
68,21,9.0
69,21,9.0
70,21,9.0
71,21,9.0
72,21,9.0
73,21,9.0
74,21,9.0
75,21,9.0
76,21,9.0
77,21,9.0
78,21,9.0
79,21,9.0
80,21,9.0
81,21,9.0
82,21,9.0
83,21,9.0
84,21,9.0
85,21,9.0
86,21,9.0
87,21,9.0
88,21,9.0
89,21,9.0
90,21,9.0
91,21,9.0
92,21,9.0
93,21,9.0
94,21,9.0
95,21,9.0
96,21,9.0
97,21,9.0
98,21,9.0
99,21,9.0
